Orden,Nombre,Frecuencia,Edad Media (*),sexo
2539,JIAHAO,418 ,"17,8",Hombres
2888,YUSUF,349 ,"17,8",Hombres
4483,ENEAS,199 ,"17,8",Hombres
5846,SANTIAGO ALEXANDER,145 ,"17,8",Hombres
9178,HASHIM,83 ,"17,8",Hombres
11307,ALAN ANDRES,64 ,"17,8",Hombres
15498,GODSTIME,44 ,"17,8",Hombres
15744,ERIK ADRIAN,43 ,"17,8",Hombres
17463,JIAKAI,38 ,"17,8",Hombres
17467,JOHN ANDER,38 ,"17,8",Hombres
18211,JOSHUA ALEJANDRO,36 ,"17,8",Hombres
18433,AXEL JOSE,35 ,"17,8",Hombres
18729,SAIMON,35 ,"17,8",Hombres
19201,SANSON,34 ,"17,8",Hombres
19566,LUCAS MARIO,33 ,"17,8",Hombres
19606,MIKHAEL,33 ,"17,8",Hombres
19795,ANJIE,32 ,"17,8",Hombres
20852,ANDREI EDUARD,30 ,"17,8",Hombres
21945,URTATS,29 ,"17,8",Hombres
22361,JUNCHEN,28 ,"17,8",Hombres
22543,SENDA,28 ,"17,8",Hombres
23735,LIAM MICHAEL,26 ,"17,8",Hombres
24695,RARES MIHAI,25 ,"17,8",Hombres
25494,QIHAO,24 ,"17,8",Hombres
135,LARA,31.798 ,"17,8",Mujer
416,NAROA,5.861 ,"17,8",Mujer
779,SELENA,2.498 ,"17,8",Mujer
3410,ANOUK,275 ,"17,8",Mujer
4126,ALONDRA,213 ,"17,8",Mujer
4302,ADRIANNA,203 ,"17,8",Mujer
5478,MARLA,148 ,"17,8",Mujer
7896,SHANIA,95 ,"17,8",Mujer
8681,ICO,84 ,"17,8",Mujer
13296,AZHAR,50 ,"17,8",Mujer
13438,NUBE,50 ,"17,8",Mujer
13741,ZHIYI,49 ,"17,8",Mujer
14138,LEYI,47 ,"17,8",Mujer
15203,ANIE,43 ,"17,8",Mujer
15228,CAMILA ABIGAIL,43 ,"17,8",Mujer
16079,NICOLE ALESSANDRA,41 ,"17,8",Mujer
17747,ALEXIA ISABEL,36 ,"17,8",Mujer
19871,HELEIA,32 ,"17,8",Mujer
22860,ANTONELLA ALEJANDRA,27 ,"17,8",Mujer
22874,AURA SOFIA,27 ,"17,8",Mujer
23214,LUCIA JAZMIN,27 ,"17,8",Mujer
24.028,LUNA MARINA,26 ,"17,8",Mujer
24.176,NAYARET,26 ,"17,8",Mujer
26.296,ARIADNA BELEN,23 ,"17,8",Mujer
26.700,LAIA ISABEL,23 ,"17,8",Mujer
29.681,ALICE GABRIELA,20 ,"17,8",Mujer
1454,ABDULLAH,894 ,"17,7",Hombres
1840,SAMUEL ALEJANDRO,655 ,"17,7",Hombres
1903,SAM,624 ,"17,7",Hombres
2749,ZUHAITZ,372 ,"17,7",Hombres
3227,SAMUEL ANDRES,305 ,"17,7",Hombres
3468,AYUB,277 ,"17,7",Hombres
7199,MAHAMADU,114 ,"17,7",Hombres
7459,NIKOLOZI,109 ,"17,7",Hombres
9974,MAURI,75 ,"17,7",Hombres
10342,ABOU BAKR,71 ,"17,7",Hombres
11968,GIOELE,60 ,"17,7",Hombres
13078,JOHAN SANTIAGO,54 ,"17,7",Hombres
15140,COSMO,45 ,"17,7",Hombres
15579,MAX ALEXANDER,44 ,"17,7",Hombres
16826,MOHAMED AYMANE,40 ,"17,7",Hombres
17002,CRISTOPHER ALEJANDRO,39 ,"17,7",Hombres
17129,KARTIK,39 ,"17,7",Hombres
18625,KEVYN,35 ,"17,7",Hombres
18797,ZARYAB,35 ,"17,7",Hombres
21838,OLIVER NICOLAS,29 ,"17,7",Hombres
22909,GURSAHIB,27 ,"17,7",Hombres
23954,TARO,26 ,"17,7",Hombres
25924,FABRIZIO ALEJANDRO,23 ,"17,7",Hombres
26160,JUSTIN DANIEL,23 ,"17,7",Hombres
26200,LOUKMANE,23 ,"17,7",Hombres
28632,AXEL ALEXANDER,20 ,"17,7",Hombres
29202,JUNQI,20 ,"17,7",Hombres
1435,ORIANA,1.036 ,"17,7",Mujer
1907,MARIANGEL,650 ,"17,7",Mujer
3902,DENISA MARIA,228 ,"17,7",Mujer
6920,SOFIA ANDREA,111 ,"17,7",Mujer
8081,LEIZURI,92 ,"17,7",Mujer
10560,MARTINA VICTORIA,66 ,"17,7",Mujer
10882,VICTORIA DANIELA,64 ,"17,7",Mujer
11641,WISAM,59 ,"17,7",Mujer
13257,WANTING,51 ,"17,7",Mujer
13884,LUANNA,48 ,"17,7",Mujer
14586,AMY NICOLE,45 ,"17,7",Mujer
14799,PAULA NEREA,45 ,"17,7",Mujer
16452,OLAITZ,40 ,"17,7",Mujer
17118,MARAYA,38 ,"17,7",Mujer
18096,OLIVIA GRACE,36 ,"17,7",Mujer
22349,GENESIS SARAHI,28 ,"17,7",Mujer
23745,DAYANA ABIGAIL,26 ,"17,7",Mujer
24.201,NOELIA VALENTINA,26 ,"17,7",Mujer
24.410,AHIMARA,25 ,"17,7",Mujer
24.629,ELYANA,25 ,"17,7",Mujer
25.550,EMMA CATALINA,24 ,"17,7",Mujer
25.564,ESTER ABIGAIL,24 ,"17,7",Mujer
25.593,FIORELLA JAZMIN,24 ,"17,7",Mujer
30.206,KAROLAYN,20 ,"17,7",Mujer
184,JULEN,15.931 ,"17,6",Hombres
921,PEIO,1.619 ,"17,6",Hombres
1117,ZAID,1.283 ,"17,6",Hombres
1944,NIKOLAS,605 ,"17,6",Hombres
2342,DAVID GABRIEL,468 ,"17,6",Hombres
5112,NEZAR,170 ,"17,6",Hombres
6330,JIAYI,132 ,"17,6",Hombres
6871,ASAAD,120 ,"17,6",Hombres
9887,RAUL IONUT,76 ,"17,6",Hombres
10331,TELLO,72 ,"17,6",Hombres
11987,JEREMY JOSE,60 ,"17,6",Hombres
12589,URDAX,57 ,"17,6",Hombres
14910,GOYO,46 ,"17,6",Hombres
17006,DARIUS NICOLAE,39 ,"17,6",Hombres
18240,LEVY,36 ,"17,6",Hombres
19620,MUHAMMAD SUFYAN,33 ,"17,6",Hombres
21170,MAHAMADOU LAMIN,30 ,"17,6",Hombres
22611,ZEHAO,28 ,"17,6",Hombres
23067,LINHAO,27 ,"17,6",Hombres
23251,SOHAYL,27 ,"17,6",Hombres
26679,ASHAR,22 ,"17,6",Hombres
27047,JIEHAO,22 ,"17,6",Hombres
27261,NAHI,22 ,"17,6",Hombres
27607,AZRAEL,21 ,"17,6",Hombres
28424,TSIMAFEI,21 ,"17,6",Hombres
28621,ARSHPREET,20 ,"17,6",Hombres
29394,MUHAMMAD HAMMAD,20 ,"17,6",Hombres
434,SAMARA,5.478 ,"17,6",Mujer
1173,LIBE,1.408 ,"17,6",Mujer
6240,SHIRA,127 ,"17,6",Mujer
8627,NAYHARA,85 ,"17,6",Mujer
11303,TINDAYA,61 ,"17,6",Mujer
12042,DANA VALENTINA,56 ,"17,6",Mujer
13978,XINYUAN,48 ,"17,6",Mujer
14454,MAYLA,46 ,"17,6",Mujer
16808,NIHAN,39 ,"17,6",Mujer
17693,TEKLA,37 ,"17,6",Mujer
18938,LUNA MAR,34 ,"17,6",Mujer
19176,ALISEA,33 ,"17,6",Mujer
19674,ALEIXA,32 ,"17,6",Mujer
20629,MELANY ALEXANDRA,31 ,"17,6",Mujer
21602,DANNA LIZETH,29 ,"17,6",Mujer
21806,LUZ CAMILA,29 ,"17,6",Mujer
22794,ADELINA IOANA,27 ,"17,6",Mujer
23116,ISET,27 ,"17,6",Mujer
24.332,UMAYMA,26 ,"17,6",Mujer
26.118,VALERY DANIELA,24 ,"17,6",Mujer
26.327,BELIT,23 ,"17,6",Mujer
27.385,BELLA LUCIA,22 ,"17,6",Mujer
28.255,TESA,22 ,"17,6",Mujer
28.386,ALEXIA CRISTINA,21 ,"17,6",Mujer
29.503,TATIANA ABIGAIL,21 ,"17,6",Mujer
30.649,RANIYA,20 ,"17,6",Mujer
109,BRUNO,30.365 ,"17,5",Hombres
525,ANXO,3.612 ,"17,5",Hombres
2390,YASER,457 ,"17,5",Hombres
3291,ILIAN,296 ,"17,5",Hombres
5130,ILYES,169 ,"17,5",Hombres
6752,KAY,123 ,"17,5",Hombres
10796,DANIYAL,68 ,"17,5",Hombres
11864,OM,61 ,"17,5",Hombres
13628,COLAS,51 ,"17,5",Hombres
15632,SEBASTIAN ELIAS,44 ,"17,5",Hombres
15948,ALAN SEBASTIAN,42 ,"17,5",Hombres
19223,TAMERLAN,34 ,"17,5",Hombres
22453,NATNAEL,28 ,"17,5",Hombres
22616,ZIQI,28 ,"17,5",Hombres
23455,CHAMS EDDINE,26 ,"17,5",Hombres
23661,JHEREMY,26 ,"17,5",Hombres
25574,SIYU,24 ,"17,5",Hombres
26442,SEBASTIAN AARON,23 ,"17,5",Hombres
27769,EDUARD SEBASTIAN,21 ,"17,5",Hombres
29722,YERAY ALEXANDER,20 ,"17,5",Hombres
276,IRATI,10.066 ,"17,5",Mujer
888,SOL,2.092 ,"17,5",Mujer
2502,JIAYI,424 ,"17,5",Mujer
4569,HANIA,187 ,"17,5",Mujer
4706,DARIANA,179 ,"17,5",Mujer
8493,WALAA,87 ,"17,5",Mujer
11008,SIBILLA,63 ,"17,5",Mujer
12252,ISABELLA CRISTINA,55 ,"17,5",Mujer
14200,OLIVIA MARIE,47 ,"17,5",Mujer
15353,MARAH,43 ,"17,5",Mujer
16084,NURIA ALEXANDRA,41 ,"17,5",Mujer
16809,NORIMAN,39 ,"17,5",Mujer
17532,LORIEN,37 ,"17,5",Mujer
17849,DELIA IOANA,36 ,"17,5",Mujer
19216,BIANCA ANDREA,33 ,"17,5",Mujer
19836,FALAK,32 ,"17,5",Mujer
22124,AMAIRA,28 ,"17,5",Mujer
22300,EMILY CHARLOTTE,28 ,"17,5",Mujer
22966,DANNA MICHELL,27 ,"17,5",Mujer
24.024,LUKA,26 ,"17,5",Mujer
24.167,NAOMI NICOLE,26 ,"17,5",Mujer
25.450,CHIOMA,24 ,"17,5",Mujer
25.487,DANNA FERNANDA,24 ,"17,5",Mujer
26.184,ADITI,23 ,"17,5",Mujer
26.932,NAYELI ALEXANDRA,23 ,"17,5",Mujer
27.066,SARAY DANIELA,23 ,"17,5",Mujer
27.314,ANDREEA REBECA,22 ,"17,5",Mujer
29.169,MARINA ANDREEA,21 ,"17,5",Mujer
29.208,MELANIE VICTORIA,21 ,"17,5",Mujer
29.292,NICOLE ANAHI,21 ,"17,5",Mujer
29.483,STEFANIA ANDREEA,21 ,"17,5",Mujer
29.859,CLAUDIA ISABELLA,20 ,"17,5",Mujer
29.905,DEBORA ABIGAIL,20 ,"17,5",Mujer
30.093,HIKARI,20 ,"17,5",Mujer
30.149,JENNIFER AINHOA,20 ,"17,5",Mujer
30.603,NURAN,20 ,"17,5",Mujer
1734,OLMO,712 ,"17,4",Hombres
2771,HOSSAM,368 ,"17,4",Hombres
4116,JIALE,223 ,"17,4",Hombres
4513,LUCAS ALEJANDRO,198 ,"17,4",Hombres
4926,BAYRON,177 ,"17,4",Hombres
4965,GUIEM,176 ,"17,4",Hombres
10462,YOUSUF,71 ,"17,4",Hombres
10941,HAOXIANG,67 ,"17,4",Hombres
14469,NAUFEL,48 ,"17,4",Hombres
14852,CHRISTOPHER ALEJANDRO,46 ,"17,4",Hombres
15089,YONAS,46 ,"17,4",Hombres
16013,DENIS ALEJANDRO,42 ,"17,4",Hombres
16968,AXEL JOEL,39 ,"17,4",Hombres
18009,ACOYDAN,36 ,"17,4",Hombres
18565,ISAAC SAMUEL,35 ,"17,4",Hombres
22912,HAIZAM,27 ,"17,4",Hombres
22979,JEROM,27 ,"17,4",Hombres
23493,DENIS SEBASTIAN,26 ,"17,4",Hombres
24398,JAHAZIEL,25 ,"17,4",Hombres
24876,ALEX MARIAN,24 ,"17,4",Hombres
879,ALDARA,2.126 ,"17,4",Mujer
1109,SOFIA MARIA,1.569 ,"17,4",Mujer
1418,OMAIMA,1.065 ,"17,4",Mujer
1748,ARINA,747 ,"17,4",Mujer
3024,PAU,328 ,"17,4",Mujer
4904,OUMNIA,171 ,"17,4",Mujer
6198,YIYI,128 ,"17,4",Mujer
7926,FIRDAOUSS,94 ,"17,4",Mujer
8496,YAQI,87 ,"17,4",Mujer
8865,XISCA,82 ,"17,4",Mujer
10814,JASMEEN,64 ,"17,4",Mujer
13517,AINHOA NEREA,49 ,"17,4",Mujer
17208,RAINA,38 ,"17,4",Mujer
17410,ELIANNA,37 ,"17,4",Mujer
17754,AMAR,36 ,"17,4",Mujer
18097,ORIANA VICTORIA,36 ,"17,4",Mujer
21573,CHARLIE,29 ,"17,4",Mujer
106,ERIC,32.354 ,"17,3",Hombres
136,POL,23.323 ,"17,3",Hombres
333,OIER,7.129 ,"17,3",Hombres
633,MOHAMED AMINE,2.826 ,"17,3",Hombres
1088,YASIN,1.320 ,"17,3",Hombres
3912,NIDAL,239 ,"17,3",Hombres
4420,IHAB,204 ,"17,3",Hombres
4644,NATHANAEL,191 ,"17,3",Hombres
12331,JOAO LUCAS,58 ,"17,3",Hombres
12440,CHENGHAO,57 ,"17,3",Hombres
13333,MOUSLIM,53 ,"17,3",Hombres
13394,ABOUBAKER,52 ,"17,3",Hombres
15898,RAUL MARIAN,43 ,"17,3",Hombres
18171,IVAN JUNIOR,36 ,"17,3",Hombres
18425,ANDREI RAUL,35 ,"17,3",Hombres
18539,HANIEL,35 ,"17,3",Hombres
23219,SAID ALEJANDRO,27 ,"17,3",Hombres
24784,TOÑO,25 ,"17,3",Hombres
24836,AARON ISMAEL,24 ,"17,3",Hombres
25224,JEREMY ANTONIO,24 ,"17,3",Hombres
25770,BLESSED,23 ,"17,3",Hombres
26925,GIULIAN,22 ,"17,3",Hombres
27579,ANGEL URIEL,21 ,"17,3",Hombres
1975,FRIDA,614 ,"17,3",Mujer
2112,BALMA,545 ,"17,3",Mujer
3358,AINARA MARIA,281 ,"17,3",Mujer
3382,KHAWLA,279 ,"17,3",Mujer
3840,JIAXIN,233 ,"17,3",Mujer
4111,HEBA,214 ,"17,3",Mujer
4594,FAMARA,185 ,"17,3",Mujer
5572,SHAIMA,145 ,"17,3",Mujer
5928,NOHAYLA,135 ,"17,3",Mujer
6039,NARIMAN,132 ,"17,3",Mujer
6272,MALVA,126 ,"17,3",Mujer
7438,ALLYSON,101 ,"17,3",Mujer
7582,ELOISE,99 ,"17,3",Mujer
12688,EMILY ALEJANDRA,53 ,"17,3",Mujer
13763,ANDREA ISABELLA,48 ,"17,3",Mujer
15871,BESMA,41 ,"17,3",Mujer
17190,OLIVIA VICTORIA,38 ,"17,3",Mujer
17286,AINHOA ROCIO,37 ,"17,3",Mujer
19115,VALERIA ABIGAIL,34 ,"17,3",Mujer
20508,KORAL,31 ,"17,3",Mujer
22078,XUANXUAN,29 ,"17,3",Mujer
23289,MELANY ELIZABETH,27 ,"17,3",Mujer
23740,DANA ALEJANDRA,26 ,"17,3",Mujer
23766,DULCEMARIA,26 ,"17,3",Mujer
24.778,JINYI,25 ,"17,3",Mujer
24.892,LUZ VALENTINA,25 ,"17,3",Mujer
26.232,AMALIA ANDREEA,23 ,"17,3",Mujer
26.233,AMANA,23 ,"17,3",Mujer
280,IBAI,9.093 ,"17,2",Hombres
1070,NADIR,1.352 ,"17,2",Hombres
2122,MOAD,537 ,"17,2",Hombres
2207,MANU,510 ,"17,2",Hombres
4719,DAVID CRISTIAN,187 ,"17,2",Hombres
7373,YOSSEF,111 ,"17,2",Hombres
9815,ASAEL,76 ,"17,2",Hombres
12287,DENIS MARIAN,58 ,"17,2",Hombres
13826,AXEL ALEJANDRO,50 ,"17,2",Hombres
14285,ANDY GABRIEL,48 ,"17,2",Hombres
15014,MOSLIM,46 ,"17,2",Hombres
18680,NAUM,35 ,"17,2",Hombres
19152,NOSAIR,34 ,"17,2",Hombres
21155,LLORIAN,30 ,"17,2",Hombres
22044,ANDREW JOSE,28 ,"17,2",Hombres
23911,SAADEDDINE,26 ,"17,2",Hombres
27627,BLAKE,21 ,"17,2",Hombres
129,ARIADNA,33.978 ,"17,2",Mujer
778,YARA,2.499 ,"17,2",Mujer
1345,AINHIZE,1.155 ,"17,2",Mujer
1660,DARA,816 ,"17,2",Mujer
1874,YOSRA,667 ,"17,2",Mujer
2642,NOHAILA,395 ,"17,2",Mujer
2718,KAMAR,377 ,"17,2",Mujer
5042,NAIHARA,165 ,"17,2",Mujer
5395,ZIHARA,151 ,"17,2",Mujer
7559,XESCA,100 ,"17,2",Mujer
9477,CHAHINAZ,75 ,"17,2",Mujer
10343,SOFIA FERNANDA,68 ,"17,2",Mujer
10997,OLIWIA,63 ,"17,2",Mujer
13318,DANAI,50 ,"17,2",Mujer
13914,MEHAK,48 ,"17,2",Mujer
15165,ABI,43 ,"17,2",Mujer
16263,DARIELA,40 ,"17,2",Mujer
23149,JOINA,27 ,"17,2",Mujer
23229,MAISSAA,27 ,"17,2",Mujer
24.286,SHIFA,26 ,"17,2",Mujer
25.238,YASMEN,25 ,"17,2",Mujer
27.202,YIRUI,23 ,"17,2",Mujer
28.540,CAMILA CELESTE,21 ,"17,2",Mujer
28.779,GAYA,21 ,"17,2",Mujer
29.764,ARIADNA ELIZABETH,20 ,"17,2",Mujer
505,WALID,3.782 ,"17,1",Hombres
1224,DANIIL,1.138 ,"17,1",Hombres
1620,RYAN,779 ,"17,1",Hombres
2209,AZAEL,509 ,"17,1",Hombres
2264,AYMEN,492 ,"17,1",Hombres
3355,MARUAN,289 ,"17,1",Hombres
3382,AARON DAVID,286 ,"17,1",Hombres
3470,ZACARIA,277 ,"17,1",Hombres
4636,IZAR,191 ,"17,1",Hombres
5800,IVAR,146 ,"17,1",Hombres
6390,YEREMAY,131 ,"17,1",Hombres
6724,AKIRA,123 ,"17,1",Hombres
7042,HOSAM,117 ,"17,1",Hombres
7274,ALEXANDER GABRIEL,112 ,"17,1",Hombres
10924,ENZO JAVIER,67 ,"17,1",Hombres
12238,XINGYU,59 ,"17,1",Hombres
13463,IONATAN,52 ,"17,1",Hombres
15524,JARO,44 ,"17,1",Hombres
18087,DEVID,36 ,"17,1",Hombres
21910,SEBASTIAN ALEXANDRU,29 ,"17,1",Hombres
22167,ENZO FRANCISCO,28 ,"17,1",Hombres
23813,MUSAB,26 ,"17,1",Hombres
25367,MARC ADRIAN,24 ,"17,1",Hombres
27189,MAIKEL ANDRES,22 ,"17,1",Hombres
28860,ERIK CRISTIAN,20 ,"17,1",Hombres
29268,LUCA ANDRES,20 ,"17,1",Hombres
211,MAR,17.390 ,"17,1",Mujer
1015,ASIA,1.745 ,"17,1",Mujer
2285,YUSRA,487 ,"17,1",Mujer
6293,ZIYI,126 ,"17,1",Mujer
7043,IDAYRA,108 ,"17,1",Mujer
7059,MARIANA SOFIA,108 ,"17,1",Mujer
7064,MEREDITH,108 ,"17,1",Mujer
7972,AIMAR,93 ,"17,1",Mujer
11669,ARADIA,58 ,"17,1",Mujer
12536,MARIA KAMILA,54 ,"17,1",Mujer
12563,NOIVE,54 ,"17,1",Mujer
14393,JOUMANA,46 ,"17,1",Mujer
14639,CRYSTAL,45 ,"17,1",Mujer
14865,YINAN,45 ,"17,1",Mujer
16517,WENXI,40 ,"17,1",Mujer
16642,FABIANA VICTORIA,39 ,"17,1",Mujer
17223,SARA AINHOA,38 ,"17,1",Mujer
20270,ARAMI,31 ,"17,1",Mujer
21765,KAWTHER,29 ,"17,1",Mujer
22205,CAMERON,28 ,"17,1",Mujer
24.362,YDAIRA,26 ,"17,1",Mujer
25.696,JOUHAINA,24 ,"17,1",Mujer
25.744,KRYSTAL,24 ,"17,1",Mujer
28.777,GABRIELY,21 ,"17,1",Mujer
2804,AIERT,362 ,"17,0",Hombres
2861,EDEN,353 ,"17,0",Hombres
3150,ZAKARIYA,314 ,"17,0",Hombres
4008,ARI,231 ,"17,0",Hombres
4373,EUKEN,206 ,"17,0",Hombres
6917,URKI,120 ,"17,0",Hombres
7713,JEREMY ALEXANDER,104 ,"17,0",Hombres
8681,XEVI,90 ,"17,0",Hombres
10134,BENTOR,73 ,"17,0",Hombres
12175,JUNYU,59 ,"17,0",Hombres
12456,EDUARD ALEXANDRU,57 ,"17,0",Hombres
15432,CASIAN,44 ,"17,0",Hombres
18179,JEREMY DANIEL,36 ,"17,0",Hombres
19447,GABRIEL ANDRE,33 ,"17,0",Hombres
25745,ASHIR,23 ,"17,0",Hombres
26683,AXEL FABIAN,22 ,"17,0",Hombres
26687,AYUSH,22 ,"17,0",Hombres
26690,BARAN,22 ,"17,0",Hombres
27909,HIRAHI,21 ,"17,0",Hombres
28368,SAJI,21 ,"17,0",Hombres
663,MALENA,3.152 ,"17,0",Mujer
1229,YUMARA,1.312 ,"17,0",Mujer
1947,JULIETTE,633 ,"17,0",Mujer
3529,CANDELA MARIA,262 ,"17,0",Mujer
4631,ANYELINA,183 ,"17,0",Mujer
7730,NICOLE VALENTINA,97 ,"17,0",Mujer
8219,LAURA ISABELLA,90 ,"17,0",Mujer
10993,NOURELHOUDA,63 ,"17,0",Mujer
12695,GENESIS VALERIA,53 ,"17,0",Mujer
14081,EVELYN SOFIA,47 ,"17,0",Mujer
17098,LAURA SOPHIA,38 ,"17,0",Mujer
19332,ILLA,33 ,"17,0",Mujer
20265,ANMOL,31 ,"17,0",Mujer
21353,SARAH LUCIA,30 ,"17,0",Mujer
23148,JOHARA,27 ,"17,0",Mujer
23817,FERNANDA ABIGAIL,26 ,"17,0",Mujer
24.245,ROCIO VALENTINA,26 ,"17,0",Mujer
24.484,ANYARA,25 ,"17,0",Mujer
26.094,SYRINE,24 ,"17,0",Mujer
26.688,KELSEY,23 ,"17,0",Mujer
27.154,VALERY ANDREA,23 ,"17,0",Mujer
27.247,AINHOA ANGELES,22 ,"17,0",Mujer
27.349,ARIADNA ALEXANDRA,22 ,"17,0",Mujer
30.582,NICOLE VICTORIA,20 ,"17,0",Mujer
718,SAMI,2.347 ,"16,9",Hombres
1310,AIMAN,1.027 ,"16,9",Hombres
3122,MATEI,317 ,"16,9",Hombres
4310,SABA,211 ,"16,9",Hombres
6369,JESE,131 ,"16,9",Hombres
8441,XIM,93 ,"16,9",Hombres
10807,EDUR,68 ,"16,9",Hombres
14968,JUNKAI,46 ,"16,9",Hombres
15372,YILE,45 ,"16,9",Hombres
15575,MASSINE,44 ,"16,9",Hombres
16816,MATIAS BENJAMIN,40 ,"16,9",Hombres
17309,ANDRE SEBASTIAN,38 ,"16,9",Hombres
20589,LUIS FABIANO,31 ,"16,9",Hombres
21090,JEREMIAS DANIEL,30 ,"16,9",Hombres
22264,IDUBAREN,28 ,"16,9",Hombres
22988,JIABO,27 ,"16,9",Hombres
24004,YARE,26 ,"16,9",Hombres
24013,YUSSUF,26 ,"16,9",Hombres
25757,BAYAN,23 ,"16,9",Hombres
25819,CHRISTOPHER MANUEL,23 ,"16,9",Hombres
26305,MOUHAMMAD,23 ,"16,9",Hombres
26968,IAN CARLO,22 ,"16,9",Hombres
27711,DARIUS CATALIN,21 ,"16,9",Hombres
410,UXUE,5.983 ,"16,9",Mujer
863,ISABELA,2.175 ,"16,9",Mujer
2326,SOFIA ELENA,473 ,"16,9",Mujer
2405,JOANE,453 ,"16,9",Mujer
2464,SOFIA ALEJANDRA,436 ,"16,9",Mujer
5294,NARYIS,155 ,"16,9",Mujer
5316,LOLA MARIA,154 ,"16,9",Mujer
5467,ELIF,148 ,"16,9",Mujer
5934,SELENA MARIA,135 ,"16,9",Mujer
6543,ALEJANDRA VALENTINA,119 ,"16,9",Mujer
7340,GENESIS ABIGAIL,103 ,"16,9",Mujer
10394,EMILY GABRIELA,67 ,"16,9",Mujer
11681,CHLOE MARIE,58 ,"16,9",Mujer
13427,NARJES,50 ,"16,9",Mujer
14416,LUXI,46 ,"16,9",Mujer
14828,SOFIA HELENA,45 ,"16,9",Mujer
18943,MALAKE,34 ,"16,9",Mujer
20760,STEFANIA IOANA,31 ,"16,9",Mujer
21464,AISETU,29 ,"16,9",Mujer
23579,ALEXANDRA ABIGAIL,26 ,"16,9",Mujer
26.526,GENESIS NICOLLE,23 ,"16,9",Mujer
27.020,RENATA SOFIA,23 ,"16,9",Mujer
28.210,SOFIA ESMERALDA,22 ,"16,9",Mujer
268,YAGO,9.662 ,"16,8",Hombres
2806,ODIN,362 ,"16,8",Hombres
6583,ERICK SANTIAGO,126 ,"16,8",Hombres
7356,NAIN,111 ,"16,8",Hombres
7521,MENCEY,108 ,"16,8",Hombres
8569,MOHAMED AYMAN,91 ,"16,8",Hombres
8685,ABDULAH,89 ,"16,8",Hombres
9990,SALAHDIN,75 ,"16,8",Hombres
11925,AXEL FERNANDO,60 ,"16,8",Hombres
14467,MUHAMMAD ZAIN,48 ,"16,8",Hombres
16937,AHMED YASSINE,39 ,"16,8",Hombres
19012,IZZAN,34 ,"16,8",Hombres
19175,RANVIR,34 ,"16,8",Hombres
23783,MEHTAB,26 ,"16,8",Hombres
23791,MIKEL ALEJANDRO,26 ,"16,8",Hombres
24641,OLIVER SAMUEL,25 ,"16,8",Hombres
26337,OHIAN,23 ,"16,8",Hombres
27657,CARLOS SAID,21 ,"16,8",Hombres
27732,DENIS IULIAN,21 ,"16,8",Hombres
28146,MAKS,21 ,"16,8",Hombres
28492,ZIRO,21 ,"16,8",Hombres
29231,KLYM,20 ,"16,8",Hombres
59,CARLA,85.774 ,"16,8",Mujer
68,DANIELA,74.069 ,"16,8",Mujer
540,BIANCA,4.118 ,"16,8",Mujer
3127,VALERIA VALENTINA,311 ,"16,8",Mujer
3190,KAUTAR,302 ,"16,8",Mujer
3336,XINYU,284 ,"16,8",Mujer
4157,NICOLLE,212 ,"16,8",Mujer
4285,GISEL,204 ,"16,8",Mujer
4503,ZULEYMA,192 ,"16,8",Mujer
4643,UMAIMA,183 ,"16,8",Mujer
6283,SAYRA,126 ,"16,8",Mujer
6791,XENA,114 ,"16,8",Mujer
7807,YARELY,96 ,"16,8",Mujer
7874,MUSKAN,95 ,"16,8",Mujer
10396,EMILY ROSE,67 ,"16,8",Mujer
12651,AZALEA,53 ,"16,8",Mujer
16511,VICTORIA HELENA,40 ,"16,8",Mujer
19711,ANTHIA,32 ,"16,8",Mujer
20119,RUIQI,32 ,"16,8",Mujer
20667,NICOLY,31 ,"16,8",Mujer
21417,VICTORIA ABRIL,30 ,"16,8",Mujer
23335,NICOL VALERIA,27 ,"16,8",Mujer
23447,SIYA,27 ,"16,8",Mujer
26.407,DANA NICOLE,23 ,"16,8",Mujer
27.530,ELLA ROSE,22 ,"16,8",Mujer
29.289,NEREA LUCIA,21 ,"16,8",Mujer
29.466,SOFIA ANABEL,21 ,"16,8",Mujer
79,ALEX,51.625 ,"16,7",Hombres
689,ILIAS,2.473 ,"16,7",Hombres
1034,AYMANE,1.416 ,"16,7",Hombres
1045,MOHAMED REDA,1.391 ,"16,7",Hombres
1630,BREOGAN,774 ,"16,7",Hombres
1707,ANUAR,729 ,"16,7",Hombres
2404,FARES,453 ,"16,7",Hombres
4206,JANO,218 ,"16,7",Hombres
4845,ARIA,180 ,"16,7",Hombres
5107,JAKE,170 ,"16,7",Hombres
7614,INTI,106 ,"16,7",Hombres
9155,ANAITZ,83 ,"16,7",Hombres
10800,DENIS CRISTIAN,68 ,"16,7",Hombres
12418,ANTHONY SEBASTIAN,57 ,"16,7",Hombres
15357,ULYSSES,45 ,"16,7",Hombres
16320,AXEL MANUEL,41 ,"16,7",Hombres
20802,YUNHAO,31 ,"16,7",Hombres
20985,ENZO ANDRES,30 ,"16,7",Hombres
21141,KEVIN MATIAS,30 ,"16,7",Hombres
23333,ZHEHAO,27 ,"16,7",Hombres
23681,JONATHAN JUNIOR,26 ,"16,7",Hombres
23917,SANTIAGO LEONEL,26 ,"16,7",Hombres
24022,ABDULHADI,25 ,"16,7",Hombres
24251,EFRAN,25 ,"16,7",Hombres
