Orden,Nombre,Frecuencia,Edad Media (*),sexo
19858,GLADYS VICTORIA,32 ,"55,7",Mujer
20401,EVDOCHIA,31 ,"55,7",Mujer
21076,IRMA CECILIA,30 ,"55,7",Mujer
21148,LINGZHU,30 ,"55,7",Mujer
21510,ANGELA EMILIA,29 ,"55,7",Mujer
21619,DOLORES GUADALUPE,29 ,"55,7",Mujer
21807,LUZ YOLANDA,29 ,"55,7",Mujer
23065,GERALDA,27 ,"55,7",Mujer
23477,TERESA REYES,27 ,"55,7",Mujer
23815,FANNY ELENA,26 ,"55,7",Mujer
25.086,RAFAELA ISABEL,25 ,"55,7",Mujer
25.446,CECILIA JESUS,24 ,"55,7",Mujer
25.522,EDITH ISABEL,24 ,"55,7",Mujer
25.664,IRMA CONSUELO,24 ,"55,7",Mujer
26.019,ROSA ELIDA,24 ,"55,7",Mujer
26.028,ROSARIO RAQUEL,24 ,"55,7",Mujer
26.889,MIREN ELENE,23 ,"55,7",Mujer
27.224,ZENILDA,23 ,"55,7",Mujer
27.513,EL KHADEM,22 ,"55,7",Mujer
28.234,SUSANA ARACELI,22 ,"55,7",Mujer
28.536,BRIGIDA ISABEL,21 ,"55,7",Mujer
28.828,ILISCA,21 ,"55,7",Mujer
28.950,KAREN SUSAN,21 ,"55,7",Mujer
29.204,MELANIE ANN,21 ,"55,7",Mujer
29.215,MERCEDES GRACIELA,21 ,"55,7",Mujer
29.265,NANCY IRENE,21 ,"55,7",Mujer
29.510,THAIS COROMOTO,21 ,"55,7",Mujer
3928,PEDRO EUGENIO,238 ,"55,6",Hombres
3936,FRANCISCO JAIME,237 ,"55,6",Hombres
4194,LUIS BENITO,219 ,"55,6",Hombres
4740,DAVID GEORGE,186 ,"55,6",Hombres
5392,JOSE LAZARO,160 ,"55,6",Hombres
5894,ANTONIO MARIO,143 ,"55,6",Hombres
6112,VALER,138 ,"55,6",Hombres
7398,JOSE MAXIMO,110 ,"55,6",Hombres
7590,BERNARDO LUIS,106 ,"55,6",Hombres
7986,TESIFON,100 ,"55,6",Hombres
8437,ROBERT ANTHONY,93 ,"55,6",Hombres
9022,ENRIQUE ALFREDO,85 ,"55,6",Hombres
9048,NABOR,85 ,"55,6",Hombres
9324,AVELINO JOSE,81 ,"55,6",Hombres
9700,SERAFIN JOSE,78 ,"55,6",Hombres
11247,MARK RICHARD,65 ,"55,6",Hombres
11303,ACHIM,64 ,"55,6",Hombres
12306,FRANCISCO MODESTO,58 ,"55,6",Hombres
14248,THOMAS PATRICK,49 ,"55,6",Hombres
15190,HEORHIY,45 ,"55,6",Hombres
15363,VICTORIO MANUEL,45 ,"55,6",Hombres
15394,ALFONSO FELIX,44 ,"55,6",Hombres
15730,EDUARDO ADOLFO,43 ,"55,6",Hombres
15823,JOSE IÑIGO,43 ,"55,6",Hombres
16757,JOGINDER,40 ,"55,6",Hombres
17156,MANUEL RODOLFO,39 ,"55,6",Hombres
17570,RIMANTAS,38 ,"55,6",Hombres
17771,GERMAN PEDRO,37 ,"55,6",Hombres
18127,FEDERIC,36 ,"55,6",Hombres
18582,JESUS BAUTISTA,35 ,"55,6",Hombres
19321,ANTONIO CAMILO,33 ,"55,6",Hombres
20154,RAMON CRISTOBAL,32 ,"55,6",Hombres
21992,ADOLFO MARIA,28 ,"55,6",Hombres
22524,ROBERTO ADOLFO,28 ,"55,6",Hombres
22684,ANGEL VENTURA,27 ,"55,6",Hombres
23233,SEGUNDO OSWALDO,27 ,"55,6",Hombres
24313,FRANK ROBERT,25 ,"55,6",Hombres
24996,CLAUDIO ALFONSO,24 ,"55,6",Hombres
25072,ENRIQUE BLAS,24 ,"55,6",Hombres
26148,JUAN TEOFILO,23 ,"55,6",Hombres
26835,ELADIO LUIS,22 ,"55,6",Hombres
28290,PATRICK FRANCIS,21 ,"55,6",Hombres
2331,ROSA ESTHER,471 ,"55,6",Mujer
3313,ANGELA ROSA,286 ,"55,6",Mujer
3539,SUZANNE,262 ,"55,6",Mujer
4092,MARIA COROMOTO,216 ,"55,6",Mujer
4378,MIREN ALAZNE,199 ,"55,6",Mujer
4923,LUZ AMERICA,170 ,"55,6",Mujer
4925,MARIA CASTAÑAR,170 ,"55,6",Mujer
6640,MARIA NORA,117 ,"55,6",Mujer
6748,ANA PURIFICACION,114 ,"55,6",Mujer
6982,BLANCA MARINA,109 ,"55,6",Mujer
7442,ANGELES ISABEL,101 ,"55,6",Mujer
8087,MARGARITA INES,92 ,"55,6",Mujer
8152,JERONIMA MARIA,91 ,"55,6",Mujer
8617,MARINA DOLORES,85 ,"55,6",Mujer
8873,AMALIA ROSA,81 ,"55,6",Mujer
10068,MARTHA FABIOLA,70 ,"55,6",Mujer
11318,ALBA MERY,60 ,"55,6",Mujer
11420,NELIDA CARMEN,60 ,"55,6",Mujer
12648,AURORA TERESA,53 ,"55,6",Mujer
12867,BERNADETA,52 ,"55,6",Mujer
13555,CARMEN MIREYA,49 ,"55,6",Mujer
13580,ELSE,49 ,"55,6",Mujer
13895,MARGARITA SUSANA,48 ,"55,6",Mujer
14075,ESTHER ROSA,47 ,"55,6",Mujer
14299,BLANCA ELVIRA,46 ,"55,6",Mujer
15251,DOLORES LOURDES,43 ,"55,6",Mujer
16503,TERESA ANGELA,40 ,"55,6",Mujer
16656,GLADYS CONCEPCION,39 ,"55,6",Mujer
17526,LILIANA ROSA,37 ,"55,6",Mujer
17809,CARMEN ADELAIDA,36 ,"55,6",Mujer
18044,MARIA WILMA,36 ,"55,6",Mujer
18046,MARIELA COROMOTO,36 ,"55,6",Mujer
18161,VEENA,36 ,"55,6",Mujer
18931,LUCIA SOCORRO,34 ,"55,6",Mujer
19499,MIRIAM EDITH,33 ,"55,6",Mujer
19768,CLEUSA,32 ,"55,6",Mujer
20305,CARMEN AZUCENA,31 ,"55,6",Mujer
20929,CELIA ANTONIA,30 ,"55,6",Mujer
21210,MARIA SELA,30 ,"55,6",Mujer
22111,AIJUN,28 ,"55,6",Mujer
23346,ODALYS CARIDAD,27 ,"55,6",Mujer
23886,INMACULADA ANA,26 ,"55,6",Mujer
28.497,AZAM,21 ,"55,6",Mujer
30.163,JOANNA MARY,20 ,"55,6",Mujer
30.313,LUISA MONTSERRAT,20 ,"55,6",Mujer
30.673,ROSA CELINA,20 ,"55,6",Mujer
30.675,ROSA HERLINDA,20 ,"55,6",Mujer
119,CRISTOBAL,27.715 ,"55,5",Hombres
927,FRANCISCO JUAN,1.606 ,"55,5",Hombres
1000,MANUEL CARLOS,1.461 ,"55,5",Hombres
1007,RAMON JOSE,1.454 ,"55,5",Hombres
1232,PEDRO RAMON,1.132 ,"55,5",Hombres
1313,STEPHEN,1.027 ,"55,5",Hombres
2281,ELIECER,487 ,"55,5",Hombres
2875,FERNANDO RAMON,351 ,"55,5",Hombres
2899,JOAQUIN LUIS,347 ,"55,5",Hombres
3193,JOSE CLAUDIO,308 ,"55,5",Hombres
3203,JACQUES,307 ,"55,5",Hombres
3396,ANTONIO LORENZO,284 ,"55,5",Hombres
3662,MICHAEL ANTHONY,259 ,"55,5",Hombres
4214,RAMON IGNACIO,218 ,"55,5",Hombres
5240,EDUARDO JORGE,165 ,"55,5",Hombres
5780,SANTIAGO VICENTE,147 ,"55,5",Hombres
6769,RAFAEL DOMINGO,123 ,"55,5",Hombres
7074,CARSTEN,116 ,"55,5",Hombres
8607,ALFREDO VICENTE,90 ,"55,5",Hombres
9113,JOSE BERNABE,84 ,"55,5",Hombres
9156,ANGEL JORGE,83 ,"55,5",Hombres
9444,FRANCESC ASSIS,80 ,"55,5",Hombres
9566,JOSE NESTOR,79 ,"55,5",Hombres
11732,TOMAS AQUINO,62 ,"55,5",Hombres
11975,HENNADIY,60 ,"55,5",Hombres
12219,RODOLFO ALBERTO,59 ,"55,5",Hombres
13292,JUAN HORACIO,53 ,"55,5",Hombres
13824,ANTONIO MAXIMO,50 ,"55,5",Hombres
15402,ANGEL MARINO,44 ,"55,5",Hombres
15613,PIUS,44 ,"55,5",Hombres
16041,FEDERICO ANGEL,42 ,"55,5",Hombres
16086,JACINTO RAMON,42 ,"55,5",Hombres
16410,HORACIO ANTONIO,41 ,"55,5",Hombres
16778,JULIO BERNARDO,40 ,"55,5",Hombres
17644,ALFONSO JULIO,37 ,"55,5",Hombres
18251,LUIS RAIMUNDO,36 ,"55,5",Hombres
19313,ANGEL JERONIMO,33 ,"55,5",Hombres
19896,FELIPE ROBERTO,32 ,"55,5",Hombres
20009,JOSEPH PATRICK,32 ,"55,5",Hombres
20292,ALFREDO SANTIAGO,31 ,"55,5",Hombres
20317,ANTONIO LAUREANO,31 ,"55,5",Hombres
20513,JAN PETER,31 ,"55,5",Hombres
21126,JUAN DONATO,30 ,"55,5",Hombres
21517,EDGARDO LUIS,29 ,"55,5",Hombres
21993,ADOLFO TOMAS,28 ,"55,5",Hombres
23034,JUAN HERIBERTO,27 ,"55,5",Hombres
23180,PEDRO LUCIO,27 ,"55,5",Hombres
23696,JOSE SIMEON,26 ,"55,5",Hombres
24309,FRANCISCO MAURICIO,25 ,"55,5",Hombres
24756,SEGUNDO VICTOR,25 ,"55,5",Hombres
25108,FERNANDO RODOLFO,24 ,"55,5",Hombres
25481,PATRICK CHARLES,24 ,"55,5",Hombres
26745,CHRISTOPHER PATRICK,22 ,"55,5",Hombres
26914,GETULIO,22 ,"55,5",Hombres
27058,JOAQUIN BENITO,22 ,"55,5",Hombres
27350,RICARDO ISIDRO,22 ,"55,5",Hombres
27589,ARCANGELO,21 ,"55,5",Hombres
28208,MIGUEL BAUTISTA,21 ,"55,5",Hombres
28269,ONOFRIO,21 ,"55,5",Hombres
756,MARIA IRENE,2.618 ,"55,5",Mujer
2174,LIBIA,527 ,"55,5",Mujer
2175,NORMA BEATRIZ,527 ,"55,5",Mujer
3284,CARMEN MILAGROS,291 ,"55,5",Mujer
3543,GLORIA CECILIA,261 ,"55,5",Mujer
3689,ANA BERTA,247 ,"55,5",Mujer
4018,CHRISTEL,220 ,"55,5",Mujer
4313,MIREN LOREA,203 ,"55,5",Mujer
4603,PILAR ISABEL,185 ,"55,5",Mujer
4927,MARIA VIÑAS,170 ,"55,5",Mujer
5063,PINO MARIA,164 ,"55,5",Mujer
7610,NATELA,99 ,"55,5",Mujer
7726,MENANA,97 ,"55,5",Mujer
9123,MARIE ANNE,79 ,"55,5",Mujer
9810,EUCARIS,72 ,"55,5",Mujer
10099,VERGINIA,70 ,"55,5",Mujer
10223,TEODOLINA,69 ,"55,5",Mujer
10445,MILAGROS CARIDAD,67 ,"55,5",Mujer
11001,RADITA,63 ,"55,5",Mujer
11740,LUZ NANCY,58 ,"55,5",Mujer
11888,ISABEL ELISA,57 ,"55,5",Mujer
11916,LUZ EDILMA,57 ,"55,5",Mujer
11959,PAULINA CARMEN,57 ,"55,5",Mujer
12567,PATRICIA ANGELICA,54 ,"55,5",Mujer
13178,MARIE CARMEN,51 ,"55,5",Mujer
13455,ROSA ELIA,50 ,"55,5",Mujer
13738,YUEHUA,49 ,"55,5",Mujer
14740,MARIA ENEIDA,45 ,"55,5",Mujer
14778,NANCY ROSARIO,45 ,"55,5",Mujer
14825,SILVIA ESTER,45 ,"55,5",Mujer
14837,SUSANA MONICA,45 ,"55,5",Mujer
15939,GLORIA ENCARNACION,41 ,"55,5",Mujer
16487,SANTA TERESA,40 ,"55,5",Mujer
16550,ANA BRIGIDA,39 ,"55,5",Mujer
17393,DESPINA,37 ,"55,5",Mujer
18166,XIAOE,36 ,"55,5",Mujer
18248,AUDRONE,35 ,"55,5",Mujer
19090,SOLEDAD ISABEL,34 ,"55,5",Mujer
19287,ESPERANZA MERCEDES,33 ,"55,5",Mujer
19616,SUSANA YOLANDA,33 ,"55,5",Mujer
19632,VILMA ESTHER,33 ,"55,5",Mujer
20073,NURIA JOSEFA,32 ,"55,5",Mujer
20260,ANGELA ELVIRA,31 ,"55,5",Mujer
22041,SUSANA GLORIA,29 ,"55,5",Mujer
22121,ALICIA VIRGINIA,28 ,"55,5",Mujer
22537,MARIA IRAIDA,28 ,"55,5",Mujer
24.034,MAGDALENA JESUS,26 ,"55,5",Mujer
24.060,MARIA CUEVA SANTA,26 ,"55,5",Mujer
24.113,MARTHA STELLA,26 ,"55,5",Mujer
24.450,ANA MARIA ROCIO,25 ,"55,5",Mujer
24.831,LANXIANG,25 ,"55,5",Mujer
25.228,XIUE,25 ,"55,5",Mujer
25.511,DOLORES JOSE,24 ,"55,5",Mujer
25.769,LIGAYA,24 ,"55,5",Mujer
25.924,NANCY CONSUELO,24 ,"55,5",Mujer
25.960,NORA RAQUEL,24 ,"55,5",Mujer
26.090,SUSANA VALLE,24 ,"55,5",Mujer
26.131,VILMA ROSARIO,24 ,"55,5",Mujer
26.359,CARMEN ANGELINA,23 ,"55,5",Mujer
26.867,MERCEDES ANGELA,23 ,"55,5",Mujer
27.340,ANTONIA BEGOÑA,22 ,"55,5",Mujer
27.562,ESTHER CONSUELO,22 ,"55,5",Mujer
27.877,MARGARITA ANGELICA,22 ,"55,5",Mujer
28.128,RITA CANDELARIA,22 ,"55,5",Mujer
28.144,ROSA ELVA,22 ,"55,5",Mujer
28.731,EVA ANGELINES,21 ,"55,5",Mujer
28.794,GLADIS CARMEN,21 ,"55,5",Mujer
28.915,JUANA CINTA,21 ,"55,5",Mujer
29.066,LUZ CLEMENCIA,21 ,"55,5",Mujer
29.350,PIROSKA,21 ,"55,5",Mujer
29.358,QUITERIA MARIA,21 ,"55,5",Mujer
29.390,ROSA GEORGINA,21 ,"55,5",Mujer
22,PEDRO,203.192 ,"55,4",Hombres
859,JESUS RAMON,1.778 ,"55,4",Hombres
1158,PEDRO VICENTE,1.230 ,"55,4",Hombres
1461,JUAN SANTIAGO,892 ,"55,4",Hombres
1581,ANGEL CARLOS,803 ,"55,4",Hombres
1642,ANGEL VICENTE,770 ,"55,4",Hombres
1681,MANUEL REYES,750 ,"55,4",Hombres
1957,RAFAEL JUAN,601 ,"55,4",Hombres
2115,JESUS JUAN,541 ,"55,4",Hombres
3360,AGUSTIN FRANCISCO,288 ,"55,4",Hombres
3366,MANUEL JULIAN,288 ,"55,4",Hombres
3488,BENITO MANUEL,274 ,"55,4",Hombres
3576,VICTOR MARIA,267 ,"55,4",Hombres
3623,ALFREDO LUIS,261 ,"55,4",Hombres
4317,EMILIO RAMON,210 ,"55,4",Hombres
4942,JULIO JUAN,177 ,"55,4",Hombres
4983,ALFONSO RAMON,175 ,"55,4",Hombres
5965,WALDEMAR,142 ,"55,4",Hombres
6585,EUSEBIO MANUEL,126 ,"55,4",Hombres
6853,PAUL ROBERT,121 ,"55,4",Hombres
7123,EL KBIR,115 ,"55,4",Hombres
7185,EUGENIO MIGUEL,114 ,"55,4",Hombres
7263,RAMON RAFAEL,113 ,"55,4",Hombres
7619,JOAQUIN ALFONSO,106 ,"55,4",Hombres
8293,ROGELIO MANUEL,95 ,"55,4",Hombres
8451,BALDIRI,92 ,"55,4",Hombres
8761,VICENTE ALFONSO,89 ,"55,4",Hombres
9005,ANDREW PETER,85 ,"55,4",Hombres
9298,RICARDO PEDRO,82 ,"55,4",Hombres
9916,BOUGHALEB,75 ,"55,4",Hombres
10368,DOMINGO RAFAEL,71 ,"55,4",Hombres
10584,RAMON FELIPE,70 ,"55,4",Hombres
10698,JOSE REMIGIO,69 ,"55,4",Hombres
12117,EVARISTO MANUEL,59 ,"55,4",Hombres
12529,KOLDOBIKA MIRENA,57 ,"55,4",Hombres
13200,AMADO JESUS,53 ,"55,4",Hombres
13488,JUAN LAZARO,52 ,"55,4",Hombres
14038,ALAN THOMAS,49 ,"55,4",Hombres
14051,ANTONIO RAMIRO,49 ,"55,4",Hombres
14366,GREGORIO VICENTE,48 ,"55,4",Hombres
14520,VICENTE MARIO,48 ,"55,4",Hombres
14561,BAGDAD,47 ,"55,4",Hombres
14892,FERNANDO SERGIO,46 ,"55,4",Hombres
16044,FELIX ESTEBAN,42 ,"55,4",Hombres
17163,MARIA MERCEDES,39 ,"55,4",Hombres
17215,PEDRO GASPAR,39 ,"55,4",Hombres
17370,DAVID LEONARD,38 ,"55,4",Hombres
17405,FRANCISCO RAIMUNDO,38 ,"55,4",Hombres
17591,SEGUNDO FERNANDO,38 ,"55,4",Hombres
18710,PRUDENCIO JOSE,35 ,"55,4",Hombres
19603,MIGUEL ANGELES,33 ,"55,4",Hombres
19700,STEPHEN ALEXANDER,33 ,"55,4",Hombres
19892,ESTEBAN JULIAN,32 ,"55,4",Hombres
20134,PARVIZ,32 ,"55,4",Hombres
20624,MAXIMO ANGEL,31 ,"55,4",Hombres
22057,ANTONIO NORBERTO,28 ,"55,4",Hombres
22192,FEDERICO PEDRO,28 ,"55,4",Hombres
22506,RAMON LLUIS,28 ,"55,4",Hombres
22807,DOMINGOS MANUEL,27 ,"55,4",Hombres
23375,ALFONSO GREGORIO,26 ,"55,4",Hombres
24185,CLAUDIO OMAR,25 ,"55,4",Hombres
24981,CELSO MIGUEL,24 ,"55,4",Hombres
25613,VICTOR RAMIRO,24 ,"55,4",Hombres
27382,RUFINO JESUS,22 ,"55,4",Hombres
29099,JEAN RENE,20 ,"55,4",Hombres
29655,TIMOTHY EDWARD,20 ,"55,4",Hombres
468,MARIA RAQUEL,4.876 ,"55,4",Mujer
1740,SETEFILLA,753 ,"55,4",Mujer
2882,CARMEN AMELIA,346 ,"55,4",Mujer
3363,ISABEL ROSARIO,281 ,"55,4",Mujer
3421,GLORIA MERCEDES,274 ,"55,4",Mujer
3617,ISABEL MERCEDES,254 ,"55,4",Mujer
4331,MARIA BIBIANA,202 ,"55,4",Mujer
6014,CARMEN MATILDE,132 ,"55,4",Mujer
7669,NIEVES PILAR,98 ,"55,4",Mujer
7706,ELIZABETH JANE,97 ,"55,4",Mujer
8695,MARIA LEANDRA,84 ,"55,4",Mujer
10685,LOURDES MARGARITA,65 ,"55,4",Mujer
11366,IRMA CARMEN,60 ,"55,4",Mujer
11819,AMANDA JAYNE,57 ,"55,4",Mujer
12135,OLGA ROSARIO,56 ,"55,4",Mujer
12537,MARIA MARLEN,54 ,"55,4",Mujer
12544,MARINA LUZ,54 ,"55,4",Mujer
14202,OMAIDA,47 ,"55,4",Mujer
14968,FRANCISCA LAURA,44 ,"55,4",Mujer
15177,ALBA LUCY,43 ,"55,4",Mujer
15697,MARIA VALVERDE,42 ,"55,4",Mujer
15720,MIRIAM GRACIELA,42 ,"55,4",Mujer
16036,MARIA GERONIMA,41 ,"55,4",Mujer
16076,NELLY MERCEDES,41 ,"55,4",Mujer
16840,ROSA VALLE,39 ,"55,4",Mujer
17005,DORA LIGIA,38 ,"55,4",Mujer
17116,MALICA,38 ,"55,4",Mujer
17350,BLANCA JOSEFINA,37 ,"55,4",Mujer
17565,MARIA OCTAVIA,37 ,"55,4",Mujer
18335,ELSA RAQUEL,35 ,"55,4",Mujer
18601,SONIA JOSEFINA,35 ,"55,4",Mujer
18801,ELISA TERESA,34 ,"55,4",Mujer
21197,MARIA CIRA,30 ,"55,4",Mujer
21229,MARY LOUISE,30 ,"55,4",Mujer
21488,ANA FILOMENA,29 ,"55,4",Mujer
21663,FLOR INES,29 ,"55,4",Mujer
22162,ANTONIA VALLE,28 ,"55,4",Mujer
22290,ELIDA CARMEN,28 ,"55,4",Mujer
22291,ELISA AURORA,28 ,"55,4",Mujer
22743,SUSANA OLGA,28 ,"55,4",Mujer
22902,BOLIVIA,27 ,"55,4",Mujer
23600,ANA CLOTILDE,26 ,"55,4",Mujer
25.972,ORALIA,24 ,"55,4",Mujer
26.494,EWA ELZBIETA,23 ,"55,4",Mujer
29.721,ANDREA JANE,20 ,"55,4",Mujer
29.863,CLAUDINA MARIA,20 ,"55,4",Mujer
30.418,MARIA ZARZA,20 ,"55,4",Mujer
30.502,MIREN IDOYA,20 ,"55,4",Mujer
670,JOSE JULIO,2.586 ,"55,3",Hombres
1856,MIGUEL RAMON,646 ,"55,3",Hombres
2465,EMILIO FRANCISCO,438 ,"55,3",Hombres
3090,JULIO RAMON,320 ,"55,3",Hombres
3514,MANUEL AUGUSTO,273 ,"55,3",Hombres
3908,JUSTO JOSE,239 ,"55,3",Hombres
4175,ENRIQUE MARIA,220 ,"55,3",Hombres
4611,ANTONIO JAIME,192 ,"55,3",Hombres
4724,JOSE CARMEN,187 ,"55,3",Hombres
5172,XOSE ANTON,168 ,"55,3",Hombres
6007,EUGENIO LUIS,140 ,"55,3",Hombres
6137,JOSE CAYETANO,137 ,"55,3",Hombres
6665,PERE LLUIS,125 ,"55,3",Hombres
7106,MIGUEL JULIAN,116 ,"55,3",Hombres
7262,RAFAEL EUGENIO,113 ,"55,3",Hombres
7304,MHAND,112 ,"55,3",Hombres
7703,CHRISTOPHER PAUL,104 ,"55,3",Hombres
7805,DIONISIO JOSE,102 ,"55,3",Hombres
8140,LUIS JACINTO,97 ,"55,3",Hombres
8686,ANDREW MARK,89 ,"55,3",Hombres
8832,ALCIBIADES,87 ,"55,3",Hombres
9465,JUAN ANSELMO,80 ,"55,3",Hombres
10106,VALENTIN JESUS,74 ,"55,3",Hombres
10582,PEDRO ISIDRO,70 ,"55,3",Hombres
10583,RAFAEL CARMELO,70 ,"55,3",Hombres
11339,DIONISIO MANUEL,64 ,"55,3",Hombres
12540,LUIS MARCIAL,57 ,"55,3",Hombres
12644,DAVID MARK,56 ,"55,3",Hombres
12696,JOSE PIO,56 ,"55,3",Hombres
13658,ENRIQUE BERNARDO,51 ,"55,3",Hombres
13822,ANGELITO,50 ,"55,3",Hombres
13897,GUOPING,50 ,"55,3",Hombres
14300,CARLOS TEODORO,48 ,"55,3",Hombres
14601,EDUARDO EUGENIO,47 ,"55,3",Hombres
15987,BERNARDO VICENTE,42 ,"55,3",Hombres
16130,LIBARDO ANTONIO,42 ,"55,3",Hombres
16540,RAFAEL FERMIN,41 ,"55,3",Hombres
16857,PERE ANTON,40 ,"55,3",Hombres
17928,RAMON MARIO,37 ,"55,3",Hombres
18751,SERVANDO MANUEL,35 ,"55,3",Hombres
18859,ARMANDO CARLOS,34 ,"55,3",Hombres
19780,ALPHONSE,32 ,"55,3",Hombres
20291,ALFREDO PABLO,31 ,"55,3",Hombres
20698,RICHARD JOSEPH,31 ,"55,3",Hombres
21547,EVELIO ANTONIO,29 ,"55,3",Hombres
22675,ANDREW MARTIN,27 ,"55,3",Hombres
23412,ARTURO RICARDO,26 ,"55,3",Hombres
23614,HERMINSUL,26 ,"55,3",Hombres
23752,MANUEL BERNABE,26 ,"55,3",Hombres
24361,HORACIO RUBEN,25 ,"55,3",Hombres
24466,JUAN BIENVENIDO,25 ,"55,3",Hombres
24476,JULIO FEDERICO,25 ,"55,3",Hombres
24797,VESSELIN,25 ,"55,3",Hombres
25900,ENRIQUE FEDERICO,23 ,"55,3",Hombres
26104,JOAO DEUS,23 ,"55,3",Hombres
26348,OSVALDO ALBERTO,23 ,"55,3",Hombres
26621,ALFREDO CESAR,22 ,"55,3",Hombres
26892,FRANCISCO SENEN,22 ,"55,3",Hombres
28071,JULIO ROMAN,21 ,"55,3",Hombres
28537,AIRONG,20 ,"55,3",Hombres
28768,DIEGO CARMELO,20 ,"55,3",Hombres
29190,JUAN WENCESLAO,20 ,"55,3",Hombres
1342,LUZ STELLA,1.158 ,"55,3",Mujer
1624,LUZ MARY,841 ,"55,3",Mujer
1655,ANA FRANCISCA,822 ,"55,3",Mujer
4274,MARIA ORETO,205 ,"55,3",Mujer
6297,ANTONIA INMACULADA,125 ,"55,3",Mujer
6504,BLANCA NELLY,120 ,"55,3",Mujer
6940,DONKA,110 ,"55,3",Mujer
7298,MELVA,104 ,"55,3",Mujer
8797,AMELIA PILAR,82 ,"55,3",Mujer
9774,XIULAN,73 ,"55,3",Mujer
9855,MONICA ALICIA,72 ,"55,3",Mujer
10432,LUISA BEATRIZ,67 ,"55,3",Mujer
10860,PELAGIA,64 ,"55,3",Mujer
11107,MARTA GLORIA,62 ,"55,3",Mujer
11275,NELLY BEATRIZ,61 ,"55,3",Mujer
12311,MARIELA JESUS,55 ,"55,3",Mujer
12603,TEREZIA,54 ,"55,3",Mujer
12848,ANA GREGORIA,52 ,"55,3",Mujer
13185,MARTHA RUTH,51 ,"55,3",Mujer
14297,BERTHA ISABEL,46 ,"55,3",Mujer
14773,MIRIAM SOCORRO,45 ,"55,3",Mujer
14939,DAREJAN,44 ,"55,3",Mujer
15848,ANA HERMINIA,41 ,"55,3",Mujer
16424,MILUDA,40 ,"55,3",Mujer
17045,GRACIA CARMEN,38 ,"55,3",Mujer
17904,FERESHTEH,36 ,"55,3",Mujer
18890,JULIA ASUNCION,34 ,"55,3",Mujer
19023,NILDA ROSA,34 ,"55,3",Mujer
20187,VIRGINIA ALICIA,32 ,"55,3",Mujer
22514,MARCELA SUSANA,28 ,"55,3",Mujer
22613,MONTSERRAT ROSA,28 ,"55,3",Mujer
22751,TEREZA CRISTINA,28 ,"55,3",Mujer
22795,ADRIANA ALICIA,27 ,"55,3",Mujer
24.395,ADA ROSA,25 ,"55,3",Mujer
25.257,YOLANDA CONSUELO,25 ,"55,3",Mujer
25.867,MARIYA DIMITROVA,24 ,"55,3",Mujer
25.871,MARTHA LOURDES,24 ,"55,3",Mujer
27.640,GLORIA NELCY,22 ,"55,3",Mujer
27.689,ISABELITA,22 ,"55,3",Mujer
27.895,MARIA IDALI,22 ,"55,3",Mujer
28.023,NARCISA ROSARIO,22 ,"55,3",Mujer
28.725,ESTHER ESPERANZA,21 ,"55,3",Mujer
29.054,LUCY AMPARO,21 ,"55,3",Mujer
30.068,GLORIA CLEMENCIA,20 ,"55,3",Mujer
30.324,LUZ EMERITA,20 ,"55,3",Mujer
449,OCTAVIO,4.438 ,"55,2",Hombres
1128,JESUS SALVADOR,1.271 ,"55,2",Hombres
2791,RAMON MIGUEL,364 ,"55,2",Hombres
2829,COSTICA,357 ,"55,2",Hombres
2867,JULIO FERNANDO,352 ,"55,2",Hombres
3864,JESUS LORENZO,242 ,"55,2",Hombres
4432,JOSE ABELARDO,203 ,"55,2",Hombres
4574,ARNULFO,194 ,"55,2",Hombres
5588,AGUSTIN MARIA,152 ,"55,2",Hombres
6213,CESAR ANGEL,135 ,"55,2",Hombres
7291,JANUSZ,112 ,"55,2",Hombres
7847,TORSTEN,102 ,"55,2",Hombres
8661,LUIS ISIDRO,90 ,"55,2",Hombres
8941,FERMIN JESUS,86 ,"55,2",Hombres
9499,SEGUNDO MIGUEL,80 ,"55,2",Hombres
10435,RAMIRO JESUS,71 ,"55,2",Hombres
10589,SANTIAGO DOMINGO,70 ,"55,2",Hombres
11059,FRANCISCO BARTOLOME,66 ,"55,2",Hombres
11393,MARIANO CARLOS,64 ,"55,2",Hombres
11760,ANTONIO CECILIO,61 ,"55,2",Hombres
12420,ARMANDO FRANCISCO,57 ,"55,2",Hombres
12718,MARIANO RAFAEL,56 ,"55,2",Hombres
12839,FRANCISCO LUCIANO,55 ,"55,2",Hombres
12840,FRANCISCO ORLANDO,55 ,"55,2",Hombres
13771,PERGENTINO,51 ,"55,2",Hombres
13877,EULOGIO JOSE,50 ,"55,2",Hombres
14418,JOSE ROSARIO,48 ,"55,2",Hombres
14516,SLOBODAN,48 ,"55,2",Hombres
14660,JERONIMO LUIS,47 ,"55,2",Hombres
15013,MODESTO ANTONIO,46 ,"55,2",Hombres
15331,RICHARD THOMAS,45 ,"55,2",Hombres
15603,OSVALDO JOSE,44 ,"55,2",Hombres
15891,PAUL THOMAS,43 ,"55,2",Hombres
16381,EMILIO GUILLERMO,41 ,"55,2",Hombres
16591,YUPING,41 ,"55,2",Hombres
17122,JUAN GENARO,39 ,"55,2",Hombres
17379,EMILIANO FRANCISCO,38 ,"55,2",Hombres
18331,RAMON MARIANO,36 ,"55,2",Hombres
