CUSEC,Nivel,vivienda turistica,plazas,Porcentaje vivienda turistica,PERIODO,PROV_LITERAL,MUN_LITERAL
4109102043,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109102044,Secciones,9,32,"0,82",2024M11,Sevilla,Sevilla
4109102042,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109102045,Secciones,7,30,"0,87",2024M11,Sevilla,Sevilla
4109102039,Secciones,4,8,"1,04",2024M11,Sevilla,Sevilla
4109102040,Secciones,11,51,"1,45",2024M11,Sevilla,Sevilla
4109102056,Secciones,1,4,"0,16",2024M11,Sevilla,Sevilla
4109102041,Secciones,2,12,"0,43",2024M11,Sevilla,Sevilla
4109102033,Secciones,3,12,"0,68",2024M11,Sevilla,Sevilla
4109102038,Secciones,2,7,"0,41",2024M11,Sevilla,Sevilla
4109102036,Secciones,4,15,"0,45",2024M11,Sevilla,Sevilla
4109102031,Secciones,3,6,"0,59",2024M11,Sevilla,Sevilla
4109103033,Secciones,15,47,"2,25",2024M11,Sevilla,Sevilla
4109103041,Secciones,7,27,"0,79",2024M11,Sevilla,Sevilla
4109103022,Secciones,1,6,"0,18",2024M11,Sevilla,Sevilla
4109102027,Secciones,2,6,"0,24",2024M11,Sevilla,Sevilla
4109102032,Secciones,8,32,"1,49",2024M11,Sevilla,Sevilla
4109102029,Secciones,1,2,"0,27",2024M11,Sevilla,Sevilla
4109103037,Secciones,23,102,"2,85",2024M11,Sevilla,Sevilla
4109103036,Secciones,6,38,"1,10",2024M11,Sevilla,Sevilla
4109103026,Secciones,4,15,"0,96",2024M11,Sevilla,Sevilla
4109102030,Secciones,4,10,"0,67",2024M11,Sevilla,Sevilla
4109102026,Secciones,5,16,"0,74",2024M11,Sevilla,Sevilla
4109102025,Secciones,1,1,"0,22",2024M11,Sevilla,Sevilla
4109102024,Secciones,4,12,"0,66",2024M11,Sevilla,Sevilla
4109102023,Secciones,6,20,"0,59",2024M11,Sevilla,Sevilla
4109103032,Secciones,8,34,"0,77",2024M11,Sevilla,Sevilla
4109102022,Secciones,2,8,"0,37",2024M11,Sevilla,Sevilla
4109102008,Secciones,3,12,"0,51",2024M11,Sevilla,Sevilla
4109102021,Secciones,2,8,"0,41",2024M11,Sevilla,Sevilla
4109102020,Secciones,3,14,"0,44",2024M11,Sevilla,Sevilla
4109102028,Secciones,2,8,"0,33",2024M11,Sevilla,Sevilla
4109102018,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109102019,Secciones,2,9,"0,49",2024M11,Sevilla,Sevilla
4109102015,Secciones,4,13,"0,77",2024M11,Sevilla,Sevilla
4109102017,Secciones,4,14,"0,67",2024M11,Sevilla,Sevilla
4109102014,Secciones,4,21,"0,74",2024M11,Sevilla,Sevilla
4109102013,Secciones,2,7,"0,22",2024M11,Sevilla,Sevilla
4109102012,Secciones,4,6,"0,63",2024M11,Sevilla,Sevilla
4109102011,Secciones,2,6,"0,21",2024M11,Sevilla,Sevilla
4109102016,Secciones,2,12,"0,38",2024M11,Sevilla,Sevilla
4109102009,Secciones,7,23,"1,07",2024M11,Sevilla,Sevilla
4109102010,Secciones,11,45,"1,57",2024M11,Sevilla,Sevilla
4109102007,Secciones,3,16,"0,46",2024M11,Sevilla,Sevilla
4109104002,Secciones,1,3,"0,24",2024M11,Sevilla,Sevilla
4109104007,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109102006,Secciones,2,6,"0,41",2024M11,Sevilla,Sevilla
4109102005,Secciones,12,52,"1,34",2024M11,Sevilla,Sevilla
4109102004,Secciones,6,21,"1,51",2024M11,Sevilla,Sevilla
4109102003,Secciones,9,41,"1,12",2024M11,Sevilla,Sevilla
4109102002,Secciones,3,10,"0,81",2024M11,Sevilla,Sevilla
4109102001,Secciones,34,128,"3,22",2024M11,Sevilla,Sevilla
4109101051,Secciones,171,712,"16,51",2024M11,Sevilla,Sevilla
4109104016,Secciones,3,12,"1,01",2024M11,Sevilla,Sevilla
4109104019,Secciones,3,7,"0,83",2024M11,Sevilla,Sevilla
4109101049,Secciones,58,218,"11,15",2024M11,Sevilla,Sevilla
4109101050,Secciones,99,386,"19,76",2024M11,Sevilla,Sevilla
4109101046,Secciones,190,845,"16,30",2024M11,Sevilla,Sevilla
4109104022,Secciones,2,12,"0,49",2024M11,Sevilla,Sevilla
4109104024,Secciones,1,2,"0,13",2024M11,Sevilla,Sevilla
4109101047,Secciones,173,818,"16,23",2024M11,Sevilla,Sevilla
4109101043,Secciones,203,891,"20,84",2024M11,Sevilla,Sevilla
4109101048,Secciones,82,338,"9,68",2024M11,Sevilla,Sevilla
4109101045,Secciones,148,686,"22,80",2024M11,Sevilla,Sevilla
4109101042,Secciones,148,646,"17,94",2024M11,Sevilla,Sevilla
4109101040,Secciones,178,876,"16,11",2024M11,Sevilla,Sevilla
4109101039,Secciones,111,470,"14,09",2024M11,Sevilla,Sevilla
4109104032,Secciones,3,8,"0,42",2024M11,Sevilla,Sevilla
4109101038,Secciones,80,348,"9,71",2024M11,Sevilla,Sevilla
4109101037,Secciones,290,1362,"27,33",2024M11,Sevilla,Sevilla
4109101035,Secciones,191,914,"23,44",2024M11,Sevilla,Sevilla
4109101041,Secciones,158,798,"17,40",2024M11,Sevilla,Sevilla
4109101033,Secciones,48,180,"7,96",2024M11,Sevilla,Sevilla
4109101032,Secciones,28,115,"4,58",2024M11,Sevilla,Sevilla
4109101034,Secciones,29,132,"3,84",2024M11,Sevilla,Sevilla
4109101028,Secciones,45,163,"7,83",2024M11,Sevilla,Sevilla
4109101029,Secciones,55,203,"5,40",2024M11,Sevilla,Sevilla
4109101027,Secciones,75,379,"8,70",2024M11,Sevilla,Sevilla
4109101026,Secciones,15,66,"2,19",2024M11,Sevilla,Sevilla
4109101025,Secciones,62,219,"5,26",2024M11,Sevilla,Sevilla
4109101030,Secciones,10,39,"3,44",2024M11,Sevilla,Sevilla
4109101024,Secciones,55,205,"6,67",2024M11,Sevilla,Sevilla
4109101023,Secciones,119,483,"9,14",2024M11,Sevilla,Sevilla
4109104045,Secciones,1,8,"0,15",2024M11,Sevilla,Sevilla
4109104041,Secciones,1,4,"0,15",2024M11,Sevilla,Sevilla
4109101022,Secciones,105,385,"11,76",2024M11,Sevilla,Sevilla
4109104061,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109101020,Secciones,29,112,"5,16",2024M11,Sevilla,Sevilla
4109101019,Secciones,49,197,"8,31",2024M11,Sevilla,Sevilla
4109101021,Secciones,62,280,"10,51",2024M11,Sevilla,Sevilla
4109104055,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109101018,Secciones,65,263,"7,28",2024M11,Sevilla,Sevilla
4109101014,Secciones,59,270,"7,28",2024M11,Sevilla,Sevilla
4109104057,Secciones,1,4,"0,18",2024M11,Sevilla,Sevilla
4109101013,Secciones,31,143,"5,31",2024M11,Sevilla,Sevilla
4109101007,Secciones,98,422,"11,68",2024M11,Sevilla,Sevilla
4109101017,Secciones,122,472,"16,62",2024M11,Sevilla,Sevilla
4109101009,Secciones,50,204,"8,93",2024M11,Sevilla,Sevilla
4109104065,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109101012,Secciones,55,229,"6,98",2024M11,Sevilla,Sevilla
4109101008,Secciones,20,75,"2,87",2024M11,Sevilla,Sevilla
4109101010,Secciones,60,254,"8,06",2024M11,Sevilla,Sevilla
4109101016,Secciones,97,383,"8,48",2024M11,Sevilla,Sevilla
4109101006,Secciones,136,504,"16,73",2024M11,Sevilla,Sevilla
4109101005,Secciones,59,230,"10,15",2024M11,Sevilla,Sevilla
4109101004,Secciones,55,222,"10,72",2024M11,Sevilla,Sevilla
4109101003,Secciones,40,160,"9,11",2024M11,Sevilla,Sevilla
4109101002,Secciones,69,273,"12,99",2024M11,Sevilla,Sevilla
4109101001,Secciones,59,292,"6,48",2024M11,Sevilla,Sevilla
4109101011,Secciones,80,360,"11,83",2024M11,Sevilla,Sevilla
4109111018,Secciones,6,24,"1,02",2024M11,Sevilla,Sevilla
4109111017,Secciones,2,9,"0,44",2024M11,Sevilla,Sevilla
4109111016,Secciones,1,2,"0,18",2024M11,Sevilla,Sevilla
4109111014,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109111013,Secciones,10,45,"1,92",2024M11,Sevilla,Sevilla
4109111012,Secciones,10,35,"0,96",2024M11,Sevilla,Sevilla
4109111010,Secciones,5,17,"0,75",2024M11,Sevilla,Sevilla
4109111011,Secciones,8,22,"1,58",2024M11,Sevilla,Sevilla
4109111008,Secciones,13,49,"1,87",2024M11,Sevilla,Sevilla
4109111007,Secciones,7,30,"0,85",2024M11,Sevilla,Sevilla
4109111006,Secciones,12,53,"1,46",2024M11,Sevilla,Sevilla
4109111005,Secciones,10,50,"1,79",2024M11,Sevilla,Sevilla
4109111004,Secciones,6,22,"1,10",2024M11,Sevilla,Sevilla
4109111002,Secciones,4,12,"0,68",2024M11,Sevilla,Sevilla
4109110029,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109110027,Secciones,1,4,"0,11",2024M11,Sevilla,Sevilla
4109111001,Secciones,6,19,"0,68",2024M11,Sevilla,Sevilla
4109110026,Secciones,1,5,"0,13",2024M11,Sevilla,Sevilla
4109110025,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109110023,Secciones,2,13,"0,66",2024M11,Sevilla,Sevilla
4109110022,Secciones,1,6,"0,15",2024M11,Sevilla,Sevilla
4109110021,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109110020,Secciones,1,2,"0,14",2024M11,Sevilla,Sevilla
4109110019,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109110018,Secciones,5,14,"0,44",2024M11,Sevilla,Sevilla
4109110017,Secciones,3,16,"0,61",2024M11,Sevilla,Sevilla
4109110015,Secciones,3,10,"0,93",2024M11,Sevilla,Sevilla
4109110014,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109110013,Secciones,2,8,"0,46",2024M11,Sevilla,Sevilla
4109110011,Secciones,8,45,"1,41",2024M11,Sevilla,Sevilla
4109110010,Secciones,3,8,"0,33",2024M11,Sevilla,Sevilla
4109110009,Secciones,2,10,"0,22",2024M11,Sevilla,Sevilla
4109110006,Secciones,1,4,"0,19",2024M11,Sevilla,Sevilla
4109110005,Secciones,1,5,"0,20",2024M11,Sevilla,Sevilla
4109110002,Secciones,3,22,"0,41",2024M11,Sevilla,Sevilla
4109110001,Secciones,3,12,"0,39",2024M11,Sevilla,Sevilla
4109109070,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109069,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109068,Secciones,1,6,"0,19",2024M11,Sevilla,Sevilla
4109109066,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109071,Secciones,3,15,,2024M11,Sevilla,Sevilla
4109110003,Secciones,2,8,"0,29",2024M11,Sevilla,Sevilla
4109109064,Secciones,2,6,"0,57",2024M11,Sevilla,Sevilla
4109109062,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109110008,Secciones,2,7,"0,26",2024M11,Sevilla,Sevilla
4109109061,Secciones,1,4,"0,26",2024M11,Sevilla,Sevilla
4109109060,Secciones,2,10,"0,25",2024M11,Sevilla,Sevilla
4109109059,Secciones,2,10,"0,25",2024M11,Sevilla,Sevilla
4109109058,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109110004,Secciones,3,15,"0,50",2024M11,Sevilla,Sevilla
4109109057,Secciones,1,2,"0,26",2024M11,Sevilla,Sevilla
4109109056,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109054,Secciones,1,1,"0,14",2024M11,Sevilla,Sevilla
4109109053,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109052,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109050,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109049,Secciones,1,6,"0,19",2024M11,Sevilla,Sevilla
4109109048,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109046,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109045,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109044,Secciones,1,5,"0,15",2024M11,Sevilla,Sevilla
4109109043,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109042,Secciones,2,8,"0,49",2024M11,Sevilla,Sevilla
4109109041,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109040,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109037,Secciones,11,43,"0,94",2024M11,Sevilla,Sevilla
4109109036,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109035,Secciones,1,2,"0,29",2024M11,Sevilla,Sevilla
4109109033,Secciones,3,13,"0,41",2024M11,Sevilla,Sevilla
4109109032,Secciones,2,13,"0,47",2024M11,Sevilla,Sevilla
4109109031,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109030,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109027,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109029,Secciones,1,2,"0,24",2024M11,Sevilla,Sevilla
4109109025,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109028,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109024,Secciones,6,25,"0,89",2024M11,Sevilla,Sevilla
4109109023,Secciones,2,7,"0,31",2024M11,Sevilla,Sevilla
4109109021,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109020,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109019,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109017,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109016,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109015,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109013,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109012,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109011,Secciones,8,19,"1,20",2024M11,Sevilla,Sevilla
4109109010,Secciones,4,10,"0,59",2024M11,Sevilla,Sevilla
4109109009,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109008,Secciones,1,4,"0,19",2024M11,Sevilla,Sevilla
4109109007,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109005,Secciones,2,6,"0,35",2024M11,Sevilla,Sevilla
4109109003,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109001,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108052,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109004,Secciones,1,2,"0,10",2024M11,Sevilla,Sevilla
4109108051,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108049,Secciones,2,8,"0,44",2024M11,Sevilla,Sevilla
4109108048,Secciones,2,3,"0,35",2024M11,Sevilla,Sevilla
4109108047,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108046,Secciones,3,8,"0,67",2024M11,Sevilla,Sevilla
4109108045,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108043,Secciones,1,6,"0,23",2024M11,Sevilla,Sevilla
4109108042,Secciones,1,1,"0,13",2024M11,Sevilla,Sevilla
4109108041,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108038,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108037,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108035,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108039,Secciones,1,1,"0,19",2024M11,Sevilla,Sevilla
4109108034,Secciones,1,2,"0,22",2024M11,Sevilla,Sevilla
4109108033,Secciones,2,8,"0,32",2024M11,Sevilla,Sevilla
4109108031,Secciones,1,3,"0,15",2024M11,Sevilla,Sevilla
4109108030,Secciones,10,38,"2,32",2024M11,Sevilla,Sevilla
4109108029,Secciones,4,16,"0,75",2024M11,Sevilla,Sevilla
4109108028,Secciones,2,6,"0,42",2024M11,Sevilla,Sevilla
4109108027,Secciones,5,22,"0,74",2024M11,Sevilla,Sevilla
4109108026,Secciones,6,26,"0,99",2024M11,Sevilla,Sevilla
4109108025,Secciones,4,10,"0,45",2024M11,Sevilla,Sevilla
4109108023,Secciones,6,22,"1,00",2024M11,Sevilla,Sevilla
4109108022,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108021,Secciones,1,5,"0,19",2024M11,Sevilla,Sevilla
4109108018,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108019,Secciones,1,9,"0,20",2024M11,Sevilla,Sevilla
4109108017,Secciones,4,20,"1,01",2024M11,Sevilla,Sevilla
4109108015,Secciones,1,7,"0,17",2024M11,Sevilla,Sevilla
4109108014,Secciones,2,12,"0,52",2024M11,Sevilla,Sevilla
4109108013,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108012,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108011,Secciones,1,5,"0,16",2024M11,Sevilla,Sevilla
4109108010,Secciones,3,14,"0,30",2024M11,Sevilla,Sevilla
4109108009,Secciones,5,16,"0,84",2024M11,Sevilla,Sevilla
4109108007,Secciones,6,16,"0,86",2024M11,Sevilla,Sevilla
4109108006,Secciones,2,4,"0,35",2024M11,Sevilla,Sevilla
4109108005,Secciones,7,38,"0,76",2024M11,Sevilla,Sevilla
4109108001,Secciones,3,15,"0,40",2024M11,Sevilla,Sevilla
4109107050,Secciones,1,2,"0,19",2024M11,Sevilla,Sevilla
4109107049,Secciones,1,1,"0,12",2024M11,Sevilla,Sevilla
4109107048,Secciones,3,6,"0,35",2024M11,Sevilla,Sevilla
4109108003,Secciones,2,7,"0,29",2024M11,Sevilla,Sevilla
4109108002,Secciones,9,32,"1,00",2024M11,Sevilla,Sevilla
4109107051,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107047,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107046,Secciones,4,15,"0,50",2024M11,Sevilla,Sevilla
4109108004,Secciones,6,30,"1,26",2024M11,Sevilla,Sevilla
4109107045,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107044,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107043,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107042,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108008,Secciones,10,40,"1,07",2024M11,Sevilla,Sevilla
4109107041,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107040,Secciones,1,2,"0,17",2024M11,Sevilla,Sevilla
4109107039,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107038,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107037,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107036,Secciones,1,2,"0,20",2024M11,Sevilla,Sevilla
4109107035,Secciones,1,2,"0,19",2024M11,Sevilla,Sevilla
4109107026,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107027,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107031,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107028,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108020,Secciones,4,13,"0,68",2024M11,Sevilla,Sevilla
4109108016,Secciones,1,2,"0,24",2024M11,Sevilla,Sevilla
4109107032,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107034,Secciones,2,6,"0,26",2024M11,Sevilla,Sevilla
4109108024,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107025,Secciones,3,11,"0,39",2024M11,Sevilla,Sevilla
4109107033,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107024,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107011,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107023,Secciones,5,24,"0,73",2024M11,Sevilla,Sevilla
4109107013,Secciones,12,65,"1,61",2024M11,Sevilla,Sevilla
4109107012,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108032,Secciones,1,4,"0,13",2024M11,Sevilla,Sevilla
4109107019,Secciones,2,9,"0,36",2024M11,Sevilla,Sevilla
4109107015,Secciones,3,15,"0,44",2024M11,Sevilla,Sevilla
4109107018,Secciones,1,4,"0,18",2024M11,Sevilla,Sevilla
4109107016,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108036,Secciones,2,6,"0,29",2024M11,Sevilla,Sevilla
4109107017,Secciones,1,4,"0,21",2024M11,Sevilla,Sevilla
4109107014,Secciones,7,25,"1,01",2024M11,Sevilla,Sevilla
4109107030,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107020,Secciones,3,11,"0,57",2024M11,Sevilla,Sevilla
4109107010,Secciones,1,5,"0,19",2024M11,Sevilla,Sevilla
4109107029,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107009,Secciones,2,3,"0,50",2024M11,Sevilla,Sevilla
4109107021,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107007,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106032,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109108050,Secciones,2,3,"0,60",2024M11,Sevilla,Sevilla
4109107005,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107004,Secciones,2,8,"0,37",2024M11,Sevilla,Sevilla
4109104069,Secciones,1,6,"0,20",2024M11,Sevilla,Sevilla
4109109002,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109107003,Secciones,1,4,"0,13",2024M11,Sevilla,Sevilla
4109106043,Secciones,4,19,"1,00",2024M11,Sevilla,Sevilla
4109107002,Secciones,1,2,"0,27",2024M11,Sevilla,Sevilla
4109105003,Secciones,25,153,"3,16",2024M11,Sevilla,Sevilla
4109109006,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106042,Secciones,4,18,"0,60",2024M11,Sevilla,Sevilla
4109105005,Secciones,7,32,"1,40",2024M11,Sevilla,Sevilla
4109106041,Secciones,7,28,"1,51",2024M11,Sevilla,Sevilla
4109106039,Secciones,5,16,"0,75",2024M11,Sevilla,Sevilla
4109109014,Secciones,1,4,"0,14",2024M11,Sevilla,Sevilla
4109106038,Secciones,7,30,"1,16",2024M11,Sevilla,Sevilla
4109105007,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106037,Secciones,4,15,"0,68",2024M11,Sevilla,Sevilla
4109105009,Secciones,1,4,"0,12",2024M11,Sevilla,Sevilla
4109106036,Secciones,6,29,"1,32",2024M11,Sevilla,Sevilla
4109106033,Secciones,1,2,"0,17",2024M11,Sevilla,Sevilla
4109109018,Secciones,2,9,"0,29",2024M11,Sevilla,Sevilla
4109105011,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106035,Secciones,4,12,"0,79",2024M11,Sevilla,Sevilla
4109106034,Secciones,3,13,"0,55",2024M11,Sevilla,Sevilla
4109105013,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109022,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109026,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106030,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109105015,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106029,Secciones,18,90,"2,74",2024M11,Sevilla,Sevilla
4109106023,Secciones,8,29,"1,71",2024M11,Sevilla,Sevilla
4109106026,Secciones,58,234,"14,39",2024M11,Sevilla,Sevilla
4109105017,Secciones,3,19,"0,68",2024M11,Sevilla,Sevilla
4109105019,Secciones,3,21,"0,63",2024M11,Sevilla,Sevilla
4109106028,Secciones,4,18,"0,64",2024M11,Sevilla,Sevilla
4109106027,Secciones,8,29,"2,09",2024M11,Sevilla,Sevilla
4109106025,Secciones,2,9,"0,42",2024M11,Sevilla,Sevilla
4109109034,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109039,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109105021,Secciones,7,24,"0,87",2024M11,Sevilla,Sevilla
4109106018,Secciones,10,45,"1,38",2024M11,Sevilla,Sevilla
4109106020,Secciones,9,36,"1,74",2024M11,Sevilla,Sevilla
4109105023,Secciones,4,33,"1,16",2024M11,Sevilla,Sevilla
4109106013,Secciones,7,39,"1,47",2024M11,Sevilla,Sevilla
4109106019,Secciones,12,52,"1,46",2024M11,Sevilla,Sevilla
4109106017,Secciones,38,164,"3,65",2024M11,Sevilla,Sevilla
4109106016,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109105025,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106015,Secciones,104,445,"12,21",2024M11,Sevilla,Sevilla
4109109047,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109109051,Secciones,3,12,"0,43",2024M11,Sevilla,Sevilla
4109105029,Secciones,1,4,"0,21",2024M11,Sevilla,Sevilla
4109106014,Secciones,10,44,"2,56",2024M11,Sevilla,Sevilla
4109105031,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106011,Secciones,59,249,"12,11",2024M11,Sevilla,Sevilla
4109106010,Secciones,19,77,"5,48",2024M11,Sevilla,Sevilla
4109105048,Secciones,1,4,"0,20",2024M11,Sevilla,Sevilla
4109106009,Secciones,11,43,"1,87",2024M11,Sevilla,Sevilla
4109106024,Secciones,4,18,"0,70",2024M11,Sevilla,Sevilla
4109109055,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106006,Secciones,38,179,"7,41",2024M11,Sevilla,Sevilla
4109106004,Secciones,12,41,"1,91",2024M11,Sevilla,Sevilla
4109109063,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106007,Secciones,53,225,"8,24",2024M11,Sevilla,Sevilla
4109105037,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109105038,Secciones,1,3,"0,16",2024M11,Sevilla,Sevilla
4109109065,Secciones,1,4,"0,18",2024M11,Sevilla,Sevilla
4109109067,Secciones,6,22,"0,96",2024M11,Sevilla,Sevilla
4109106002,Secciones,61,194,"5,41",2024M11,Sevilla,Sevilla
4109105056,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109105057,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109106001,Secciones,46,204,"6,08",2024M11,Sevilla,Sevilla
4109105041,Secciones,11,67,"1,21",2024M11,Sevilla,Sevilla
4109105054,Secciones,5,11,"0,51",2024M11,Sevilla,Sevilla
4109105044,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109105049,Secciones,3,4,"0,35",2024M11,Sevilla,Sevilla
4109105050,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109110007,Secciones,3,16,"0,86",2024M11,Sevilla,Sevilla
4109105047,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109105052,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109105045,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109105046,Secciones,1,2,"0,15",2024M11,Sevilla,Sevilla
4109110012,Secciones,8,47,"1,54",2024M11,Sevilla,Sevilla
4109105042,Secciones,4,14,"0,56",2024M11,Sevilla,Sevilla
4109105051,Secciones,2,10,"0,19",2024M11,Sevilla,Sevilla
4109105039,Secciones,0,0,"0,00",2024M11,Sevilla,Sevilla
4109105043,Secciones,4,19,"0,52",2024M11,Sevilla,Sevilla
4109106005,Secciones,8,37,"1,41",2024M11,Sevilla,Sevilla
